date;heure;PA04C;A1;AUT;AUB;BASCH
;;mg/m3;mg/m3;mg/m3;mg/m3;mg/m3
12/09/2012;7;0;1;1;0;1
12/09/2012;8;0;1;1;0;1
12/09/2012;9;0;1;n/d;0;1
12/09/2012;10;0;1;n/d;0;0
12/09/2012;11;0;1;1;0;0
12/09/2012;12;0;1;1;0;0
12/09/2012;13;0;1;1;0;1
12/09/2012;14;0;1;1;0;0
12/09/2012;15;0;1;1;0;1
12/09/2012;16;0;1;1;0;1
12/09/2012;17;0;1;1;0;1
12/09/2012;18;0;1;1;0;1
12/09/2012;19;0;1;1;0;1
12/09/2012;20;0;1;1;0;0
12/09/2012;21;0;1;0;0;0
12/09/2012;22;0;1;0;0;0
12/09/2012;23;0;1;0;0;0
12/09/2012;24;0;1;0;0;0
13/09/2012;1;0;0;0;0;0
13/09/2012;2;0;0;0;0;0
13/09/2012;3;0;0;0;0;0
13/09/2012;4;0;1;0;0;0
13/09/2012;5;0;1;0;0;1
13/09/2012;6;0;1;1;0;1
13/09/2012;7;0;1;1;0;1
13/09/2012;8;0;1;1;0;1
13/09/2012;9;0;1;n/d;0;1
13/09/2012;10;0;1;1;0;1
13/09/2012;11;0;1;1;0;1
13/09/2012;12;0;1;1;0;1
13/09/2012;13;0;1;1;0;1
13/09/2012;14;0;1;1;0;1
13/09/2012;15;0;1;1;0;n/d
13/09/2012;16;0;1;1;0;1
13/09/2012;17;0;1;1;0;1
13/09/2012;18;0;1;1;0;1
13/09/2012;19;0;1;1;0;1
13/09/2012;20;0;1;1;0;1
13/09/2012;21;0;1;1;0;1
13/09/2012;22;0;1;1;0;1
13/09/2012;23;0;1;1;0;1
13/09/2012;24;0;1;1;0;0
14/09/2012;1;0;1;0;0;0
14/09/2012;2;0;1;0;0;0
14/09/2012;3;0;1;0;0;0
14/09/2012;4;0;1;0;0;0
14/09/2012;5;0;1;1;0;0
14/09/2012;6;0;1;1;0;1
14/09/2012;7;0;2;1;0;1
14/09/2012;8;0;2;1;0;1
14/09/2012;9;0;1;1;0;1
14/09/2012;10;0;1;1;0;1
14/09/2012;11;0;1;1;0;1
14/09/2012;12;0;1;1;0;1
14/09/2012;13;0;1;1;0;1
14/09/2012;14;0;1;1;0;1
14/09/2012;15;0;1;1;0;1
14/09/2012;16;0;1;1;0;1
14/09/2012;17;0;1;1;0;1
14/09/2012;18;0;1;1;0;1
14/09/2012;19;0;1;1;0;1
14/09/2012;20;0;1;1;0;1
14/09/2012;21;0;1;1;0;1
14/09/2012;22;0;1;1;0;1
14/09/2012;23;0;1;1;0;1
14/09/2012;24;0;1;1;0;1
15/09/2012;1;0;0;1;0;0
15/09/2012;2;0;1;0;0;0
15/09/2012;3;0;1;0;0;0
15/09/2012;4;0;1;0;0;0
15/09/2012;5;0;1;1;0;0
15/09/2012;6;0;1;1;0;0
15/09/2012;7;0;1;1;0;1
15/09/2012;8;0;1;1;0;1
15/09/2012;9;0;1;1;0;1
15/09/2012;10;0;1;1;0;1
15/09/2012;11;0;1;1;0;0
15/09/2012;12;0;1;1;0;0
15/09/2012;13;0;1;1;0;0
15/09/2012;14;0;1;1;0;0
15/09/2012;15;0;1;1;0;1
15/09/2012;16;0;1;1;0;1
15/09/2012;17;0;1;1;0;1
15/09/2012;18;0;1;2;0;1
15/09/2012;19;0;1;2;0;1
15/09/2012;20;0;1;1;1;1
15/09/2012;21;1;1;1;1;1
15/09/2012;22;1;1;1;1;1
15/09/2012;23;1;1;2;1;1
15/09/2012;24;1;2;2;1;1
16/09/2012;1;1;1;1;0;1
16/09/2012;2;1;1;1;0;1
16/09/2012;3;1;1;1;0;1
16/09/2012;4;1;1;1;0;1
16/09/2012;5;0;1;1;0;0
16/09/2012;6;0;1;1;0;1
16/09/2012;7;0;1;1;0;1
16/09/2012;8;0;1;0;0;0
16/09/2012;9;0;1;0;0;1
16/09/2012;10;0;1;0;0;0
16/09/2012;11;0;1;0;0;0
16/09/2012;12;0;1;1;0;0
16/09/2012;13;0;1;0;0;0
16/09/2012;14;0;1;1;0;0
16/09/2012;15;0;1;1;0;0
16/09/2012;16;0;1;1;0;1
16/09/2012;17;0;1;1;0;1
16/09/2012;18;0;1;1;0;1
16/09/2012;19;1;1;1;0;1
16/09/2012;20;1;1;1;1;1
16/09/2012;21;1;1;1;1;1
16/09/2012;22;1;1;1;0;1
16/09/2012;23;0;1;1;0;0
16/09/2012;24;0;1;0;0;0
17/09/2012;1;0;1;0;0;0
17/09/2012;2;0;1;0;0;0
17/09/2012;3;0;1;0;0;0
17/09/2012;4;0;1;1;0;0
17/09/2012;5;0;1;1;0;1
17/09/2012;6;0;1;1;0;1
17/09/2012;7;0;1;2;0;1
17/09/2012;8;0;1;2;0;1
17/09/2012;9;0;1;1;0;1
17/09/2012;10;0;1;1;0;1
17/09/2012;11;0;1;1;0;1
17/09/2012;12;0;n/d;1;0;1
17/09/2012;13;0;1;1;0;1
17/09/2012;14;0;1;1;0;1
17/09/2012;15;0;1;1;0;1
17/09/2012;16;0;1;1;0;1
17/09/2012;17;0;1;1;0;1
17/09/2012;18;0;1;1;0;2
17/09/2012;19;0;1;1;0;1
